extract_date,specimen_date,Number_tested,Number_confirmed,Number_hospitalized,Number_deaths
05/06/2020,03/13/2020,2158,683,193,45
05/06/2020,03/12/2020,1565,396,89,30
05/06/2020,02/09/2020,1,0,0,0
05/06/2020,03/08/2020,109,27,16,4
05/06/2020,05/01/2020,9469,1531,155,9
05/06/2020,03/07/2020,61,11,7,3
05/06/2020,05/03/2020,3423,508,77,1
05/06/2020,03/02/2020,4,0,0,0
05/06/2020,05/04/2020,6279,662,34,2
05/06/2020,03/23/2020,5572,3600,1128,351
05/06/2020,02/04/2020,1,0,0,0
05/06/2020,03/01/2020,1,0,0,0
05/06/2020,04/16/2020,9452,3396,591,160
05/06/2020,03/16/2020,4938,2229,465,109
05/06/2020,04/30/2020,10285,1791,133,10
05/06/2020,04/17/2020,10100,3424,558,153
05/06/2020,04/05/2020,6167,3588,1310,447
05/06/2020,03/11/2020,790,177,62,22
05/06/2020,03/03/2020,11,2,0,0
05/06/2020,03/28/2020,4642,3410,1325,492
05/06/2020,03/31/2020,7582,5195,1604,598
05/06/2020,02/08/2020,1,0,0,0
05/06/2020,04/29/2020,11538,2140,183,17
05/06/2020,04/08/2020,10005,5367,1494,547
05/06/2020,03/05/2020,63,5,3,1
05/06/2020,04/21/2020,9678,2961,434,114
05/06/2020,02/28/2020,1,0,0,0
05/06/2020,03/06/2020,79,11,4,2
05/06/2020,04/11/2020,6751,3499,923,297
05/06/2020,03/26/2020,7177,4977,1596,524
05/06/2020,03/09/2020,397,69,30,15
05/06/2020,05/02/2020,5311,865,105,2
05/06/2020,03/29/2020,4788,3443,1351,455
05/06/2020,03/24/2020,7080,4489,1317,442
05/06/2020,03/19/2020,7703,3878,808,224
05/06/2020,03/22/2020,4375,2630,849,250
05/06/2020,03/17/2020,5520,2569,516,132
05/06/2020,04/28/2020,11697,2518,216,22
05/06/2020,04/27/2020,10071,2110,254,20
05/06/2020,03/25/2020,7469,4825,1408,452
05/06/2020,02/02/2020,2,0,0,0
05/06/2020,04/10/2020,7538,4165,1152,398
05/06/2020,04/25/2020,6064,1476,218,32
05/06/2020,04/23/2020,9913,2703,311,67
05/06/2020,04/06/2020,10785,6183,1760,639
05/06/2020,02/05/2020,1,0,0,0
05/06/2020,04/04/2020,6148,3721,1345,465
05/06/2020,04/07/2020,10421,5830,1576,577
05/06/2020,01/23/2020,1,1,0,0
05/06/2020,02/26/2020,1,0,0,0
05/06/2020,02/27/2020,1,0,0,1
05/06/2020,04/26/2020,4321,927,200,31
05/06/2020,03/04/2020,32,6,5,1
05/06/2020,04/13/2020,6603,3168,1011,300
05/06/2020,03/14/2020,1704,689,219,60
05/06/2020,05/05/2020,299,16,0,0
05/06/2020,04/18/2020,6423,2066,420,101
05/06/2020,04/01/2020,7906,5041,1404,540
05/06/2020,04/15/2020,9770,3738,740,228
05/06/2020,03/15/2020,2348,1090,288,82
05/06/2020,04/12/2020,5591,2672,827,286
05/16/2020,04/11/2020,6900,3643,1045,335
05/16/2020,05/03/2020,4580,739,136,16
05/16/2020,03/06/2020,80,12,14,2
05/16/2020,05/11/2020,13296,1144,94,5
05/16/2020,05/02/2020,5838,1020,164,22
05/16/2020,04/02/2020,9370,5779,1822,635
05/16/2020,03/25/2020,7576,4930,1515,477
05/16/2020,04/07/2020,10547,5968,1704,621
05/16/2020,02/09/2020,1,0,0,0
05/16/2020,03/07/2020,61,11,12,3
05/16/2020,03/21/2020,4750,2703,807,247
05/16/2020,04/21/2020,9737,3043,576,161
05/16/2020,04/24/2020,9454,2397,457,94
05/07/2020,04/10/2020,7538,4169,1154,409
05/07/2020,03/05/2020,63,5,3,1
05/07/2020,05/02/2020,5644,951,108,3
05/07/2020,03/04/2020,32,6,5,1
05/07/2020,03/24/2020,7080,4489,1317,443
05/07/2020,04/21/2020,9680,2967,437,128
05/07/2020,03/08/2020,109,27,16,4
05/07/2020,03/25/2020,7470,4825,1408,458
05/07/2020,03/22/2020,4375,2630,848,252
05/07/2020,03/28/2020,4642,3410,1325,496
05/07/2020,05/05/2020,6421,657,10,1
05/07/2020,01/23/2020,1,1,0,0
05/07/2020,04/13/2020,6604,3171,1013,313
05/07/2020,04/19/2020,6681,2236,396,102
05/07/2020,02/04/2020,1,0,0,0
05/07/2020,04/27/2020,10090,2121,254,25
05/07/2020,03/09/2020,397,69,30,15
05/07/2020,04/01/2020,7908,5043,1407,544
05/07/2020,03/21/2020,4715,2667,756,238
05/07/2020,02/29/2020,2,1,0,0
05/07/2020,04/26/2020,4337,937,198,38
05/07/2020,03/01/2020,2,1,0,0
05/07/2020,03/20/2020,7764,4137,893,254
05/07/2020,03/14/2020,1704,690,219,60
05/07/2020,04/03/2020,9407,5546,1711,632
05/07/2020,05/03/2020,4355,616,78,6
05/07/2020,02/28/2020,1,0,0,0
05/07/2020,04/18/2020,6424,2069,421,106
05/07/2020,04/15/2020,9773,3742,742,238
05/07/2020,04/24/2020,9333,2321,299,63
05/07/2020,04/12/2020,5595,2676,829,292
05/07/2020,04/07/2020,10422,5831,1576,583
05/07/2020,03/02/2020,4,0,0,0
05/07/2020,04/29/2020,11653,2171,187,19
05/07/2020,04/25/2020,6064,1479,220,37
05/07/2020,03/17/2020,5520,2569,517,134
05/07/2020,04/09/2020,9032,4828,1286,460
05/07/2020,04/14/2020,9298,4010,920,276
05/07/2020,03/23/2020,5572,3600,1129,352
05/07/2020,04/16/2020,9454,3398,595,170
05/07/2020,04/11/2020,6752,3500,928,303
05/07/2020,02/02/2020,2,0,0,0
05/07/2020,03/03/2020,11,2,0,0
05/07/2020,03/30/2020,8438,5974,1806,659
05/07/2020,05/01/2020,9825,1603,155,12
05/07/2020,03/18/2020,6279,3140,657,175
05/07/2020,05/06/2020,307,10,0,0
05/07/2020,04/20/2020,11360,3645,450,125
05/07/2020,04/04/2020,6148,3721,1346,472
05/07/2020,03/13/2020,2158,683,193,45
05/07/2020,02/09/2020,1,0,0,0
05/07/2020,04/28/2020,11748,2535,215,27
05/07/2020,03/31/2020,7586,5198,1603,607
05/07/2020,04/08/2020,10005,5371,1495,554
05/07/2020,04/06/2020,10786,6185,1758,650
05/07/2020,02/05/2020,1,0,0,0
05/07/2020,03/27/2020,7291,5022,1567,551
05/07/2020,03/07/2020,61,11,7,3
05/07/2020,03/16/2020,4939,2230,465,109
05/07/2020,04/05/2020,6168,3592,1313,452
05/07/2020,04/17/2020,10101,3428,559,159
05/07/2020,03/19/2020,7703,3881,811,227
05/07/2020,02/26/2020,1,0,0,0
05/07/2020,04/22/2020,11268,3331,360,88
05/07/2020,02/27/2020,1,0,0,1
05/07/2020,03/12/2020,1565,396,90,30
05/07/2020,03/10/2020,456,86,38,9
05/07/2020,03/15/2020,2348,1090,288,82
05/07/2020,02/08/2020,1,0,0,0
05/07/2020,04/30/2020,10427,1834,135,18
05/07/2020,03/06/2020,79,11,4,2
05/07/2020,03/26/2020,7178,4978,1596,525
05/07/2020,03/29/2020,4788,3444,1351,456
05/07/2020,04/02/2020,9275,5672,1736,595
05/07/2020,04/23/2020,9914,2709,312,72
05/07/2020,05/04/2020,8857,1093,49,3
05/07/2020,03/11/2020,790,177,62,22
05/08/2020,02/27/2020,1,0,0,1
05/08/2020,04/26/2020,4340,941,200,38
05/08/2020,03/02/2020,4,0,0,0
05/08/2020,04/27/2020,10096,2129,257,26
05/08/2020,03/26/2020,7178,4978,1595,525
05/08/2020,02/02/2020,2,0,0,0
05/08/2020,05/05/2020,7667,947,34,1
05/08/2020,03/10/2020,456,86,38,9
05/08/2020,04/11/2020,6752,3500,932,303
05/08/2020,02/09/2020,1,0,0,0
05/08/2020,03/13/2020,2158,683,193,45
05/08/2020,04/24/2020,9334,2323,302,63
05/08/2020,02/26/2020,1,0,0,0
05/08/2020,03/14/2020,1704,690,219,60
05/08/2020,04/02/2020,9275,5672,1739,595
05/08/2020,03/08/2020,109,27,16,4
05/08/2020,03/16/2020,4939,2231,465,109
05/08/2020,02/29/2020,2,1,0,0
05/08/2020,04/05/2020,6168,3592,1313,452
05/08/2020,03/18/2020,6279,3140,656,175
05/08/2020,02/05/2020,1,0,0,0
05/08/2020,04/22/2020,11269,3333,363,89
05/08/2020,03/09/2020,397,69,30,15
05/08/2020,03/28/2020,4642,3410,1326,496
05/08/2020,03/31/2020,7587,5199,1605,607
05/08/2020,04/06/2020,10786,6186,1764,650
05/08/2020,03/12/2020,1565,396,90,30
05/08/2020,03/06/2020,79,11,4,2
05/08/2020,04/15/2020,9774,3744,743,238
05/08/2020,04/20/2020,11360,3645,456,125
05/08/2020,04/10/2020,7538,4169,1156,410
05/08/2020,04/03/2020,9408,5547,1713,632
05/08/2020,04/08/2020,10005,5371,1495,555
05/08/2020,03/24/2020,7080,4490,1317,443
05/08/2020,04/16/2020,9454,3402,597,171
05/08/2020,04/14/2020,9298,4011,922,276
05/08/2020,03/04/2020,32,6,5,1
05/08/2020,04/12/2020,5595,2678,830,292
05/08/2020,05/04/2020,9252,1182,87,3
05/08/2020,03/15/2020,2348,1090,288,82
05/08/2020,03/22/2020,4375,2630,849,252
05/08/2020,04/28/2020,11757,2544,221,27
05/08/2020,03/11/2020,790,177,62,22
05/08/2020,02/08/2020,1,0,0,0
05/08/2020,05/07/2020,46,0,0,0
05/08/2020,03/19/2020,7703,3881,811,227
05/08/2020,02/04/2020,1,0,0,0
05/08/2020,03/21/2020,4715,2667,756,238
05/08/2020,04/30/2020,10485,1846,145,18
05/08/2020,04/09/2020,9032,4828,1288,460
05/08/2020,03/30/2020,8438,5975,1807,659
05/08/2020,03/23/2020,5572,3600,1130,352
05/08/2020,02/28/2020,1,0,0,0
05/08/2020,04/23/2020,9914,2711,313,74
05/08/2020,04/25/2020,6065,1481,221,38
05/08/2020,03/01/2020,2,1,0,0
05/08/2020,03/25/2020,7470,4825,1407,458
05/08/2020,04/18/2020,6425,2070,421,107
05/08/2020,04/01/2020,7908,5043,1407,544
05/08/2020,05/02/2020,5657,957,116,3
05/08/2020,03/07/2020,61,11,7,3
05/08/2020,05/01/2020,9857,1622,163,12
05/08/2020,04/19/2020,6681,2236,398,103
05/08/2020,03/17/2020,5520,2569,518,134
05/08/2020,03/05/2020,63,5,3,1
05/08/2020,04/29/2020,11666,2180,192,19
05/08/2020,05/03/2020,4406,663,85,6
05/08/2020,04/13/2020,6604,3171,1013,313
05/08/2020,04/21/2020,9682,2971,437,129
05/08/2020,03/03/2020,11,2,0,0
05/08/2020,03/27/2020,7291,5022,1567,551
05/08/2020,04/04/2020,6148,3721,1346,472
05/08/2020,05/06/2020,3505,110,3,0
05/08/2020,04/07/2020,10422,5831,1577,584
05/08/2020,03/29/2020,4788,3444,1351,456
05/08/2020,04/17/2020,10101,3429,560,159
05/08/2020,03/20/2020,7764,4138,893,254
05/08/2020,01/23/2020,1,1,0,0
05/16/2020,03/19/2020,7730,3913,875,236
05/16/2020,05/13/2020,11194,983,29,0
05/16/2020,04/29/2020,11750,2265,299,40
05/16/2020,03/14/2020,1705,694,232,63
05/16/2020,03/22/2020,4407,2671,913,258
05/16/2020,05/01/2020,10140,1802,228,36
05/16/2020,04/05/2020,6320,3754,1366,484
05/16/2020,04/08/2020,10159,5524,1654,607
05/16/2020,05/10/2020,4387,422,56,5
05/16/2020,04/14/2020,9377,4093,1090,319
05/09/2020,04/20/2020,11361,3649,462,128
05/09/2020,03/16/2020,4939,2232,466,110
05/09/2020,05/04/2020,10495,1335,109,9
05/09/2020,04/22/2020,11274,3347,372,93
05/09/2020,03/18/2020,6281,3143,656,175
05/09/2020,03/03/2020,12,2,0,0
05/09/2020,03/17/2020,5522,2569,519,134
05/09/2020,04/28/2020,11761,2552,227,30
05/09/2020,02/29/2020,2,1,0,0
05/09/2020,04/30/2020,10568,1880,163,28
05/09/2020,04/16/2020,9457,3406,602,181
05/09/2020,05/02/2020,5779,967,127,5
05/09/2020,02/09/2020,1,0,0,0
05/09/2020,04/19/2020,6681,2237,400,107
05/09/2020,03/04/2020,32,6,5,1
05/09/2020,04/14/2020,9298,4013,926,279
05/09/2020,03/05/2020,63,5,3,1
05/09/2020,03/12/2020,1565,396,90,30
05/09/2020,05/08/2020,68,0,0,0
05/09/2020,04/17/2020,10101,3431,563,166
05/09/2020,03/23/2020,5576,3605,1130,353
05/09/2020,04/07/2020,10426,5836,1586,593
05/09/2020,04/11/2020,6753,3501,933,311
05/09/2020,01/23/2020,2,1,0,0
05/09/2020,03/26/2020,7183,4983,1598,531
05/09/2020,04/01/2020,7917,5047,1411,550
05/09/2020,04/18/2020,6426,2072,422,110
05/09/2020,03/27/2020,7293,5025,1569,552
05/09/2020,03/06/2020,79,11,4,2
05/09/2020,04/09/2020,9037,4833,1294,469
05/09/2020,03/25/2020,7475,4831,1410,463
05/09/2020,02/05/2020,1,0,0,0
05/09/2020,02/02/2020,2,0,0,0
05/09/2020,04/25/2020,6068,1486,223,42
05/09/2020,03/15/2020,2348,1090,291,84
05/09/2020,03/19/2020,7704,3884,813,229
05/09/2020,03/09/2020,397,69,30,15
05/09/2020,04/26/2020,4346,943,204,39
05/09/2020,04/04/2020,6149,3723,1349,475
05/09/2020,04/27/2020,10108,2134,262,33
05/09/2020,04/06/2020,10787,6191,1771,657
05/09/2020,02/28/2020,1,0,0,0
05/09/2020,03/31/2020,7585,5197,1606,607
05/09/2020,05/01/2020,10021,1669,174,14
05/09/2020,04/03/2020,9409,5549,1716,641
05/09/2020,03/28/2020,4641,3408,1322,493
05/09/2020,03/13/2020,2158,683,193,45
05/09/2020,03/11/2020,790,177,62,23
05/09/2020,05/03/2020,4483,678,107,6
05/09/2020,02/26/2020,1,0,0,0
05/09/2020,04/15/2020,9772,3746,750,243
05/09/2020,05/07/2020,4778,258,7,0
05/09/2020,04/24/2020,9339,2327,310,63
05/09/2020,03/29/2020,4786,3442,1350,456
05/09/2020,04/12/2020,5595,2678,830,294
05/09/2020,03/01/2020,2,1,0,0
05/09/2020,04/10/2020,7540,4174,1158,413
05/09/2020,04/05/2020,6170,3596,1313,462
05/09/2020,03/08/2020,109,27,16,4
05/09/2020,03/14/2020,1704,691,219,60
05/09/2020,04/08/2020,10008,5373,1497,565
05/09/2020,03/30/2020,8438,5975,1809,668
05/09/2020,04/23/2020,9914,2711,321,76
05/09/2020,03/02/2020,4,0,0,0
05/09/2020,04/02/2020,9275,5674,1743,604
05/09/2020,03/22/2020,4377,2633,849,254
05/09/2020,03/21/2020,4718,2670,756,241
05/09/2020,05/06/2020,9546,905,44,0
05/09/2020,04/21/2020,9683,2976,442,132
05/09/2020,03/20/2020,7764,4140,895,254
05/09/2020,02/04/2020,1,0,0,0
05/09/2020,02/27/2020,1,0,0,1
05/09/2020,03/07/2020,61,11,7,3
05/09/2020,04/13/2020,6601,3170,1015,320
05/09/2020,03/10/2020,456,87,38,10
05/09/2020,05/05/2020,10100,1197,86,3
05/09/2020,04/29/2020,11682,2194,214,25
05/09/2020,03/24/2020,7082,4492,1319,445
05/09/2020,02/08/2020,1,0,0,0
05/10/2020,05/06/2020,10504,1114,84,0
05/10/2020,03/15/2020,2348,1090,293,84
05/10/2020,04/07/2020,10427,5839,1594,602
05/10/2020,03/20/2020,7766,4142,907,255
05/10/2020,04/08/2020,10008,5374,1511,577
05/10/2020,02/08/2020,1,0,0,0
05/10/2020,04/17/2020,10101,3436,587,170
05/10/2020,04/24/2020,9340,2331,319,69
05/10/2020,04/30/2020,10574,1893,170,32
05/10/2020,04/28/2020,11783,2558,232,34
05/10/2020,04/21/2020,9685,2979,457,139
05/10/2020,03/28/2020,4644,3412,1328,500
05/10/2020,02/04/2020,1,0,0,0
05/10/2020,03/11/2020,790,178,62,23
05/10/2020,04/25/2020,6067,1489,226,46
05/10/2020,04/16/2020,9457,3406,618,187
05/10/2020,03/01/2020,2,1,0,0
05/10/2020,04/02/2020,9275,5677,1753,608
05/10/2020,03/02/2020,4,0,0,0
05/10/2020,03/08/2020,109,27,16,4
05/10/2020,03/26/2020,7183,4983,1606,532
05/10/2020,04/23/2020,9916,2718,337,87
05/10/2020,04/12/2020,5597,2681,835,299
05/10/2020,04/22/2020,11277,3352,391,101
05/10/2020,03/09/2020,397,70,30,15
05/10/2020,03/27/2020,7294,5026,1580,555
05/10/2020,03/07/2020,61,11,7,3
05/10/2020,01/23/2020,2,1,0,0
05/10/2020,04/05/2020,6171,3598,1316,467
05/10/2020,05/01/2020,10046,1688,180,19
05/10/2020,02/27/2020,1,0,0,1
05/10/2020,03/23/2020,5579,3611,1144,353
05/10/2020,04/18/2020,6426,2074,431,119
05/10/2020,02/09/2020,1,0,0,0
05/10/2020,03/13/2020,2160,685,196,45
05/10/2020,03/30/2020,8440,5977,1820,673
05/10/2020,04/29/2020,11697,2202,221,28
05/10/2020,03/05/2020,63,5,3,1
05/10/2020,03/12/2020,1566,397,92,31
05/10/2020,03/25/2020,7477,4833,1422,464
05/10/2020,04/01/2020,7920,5052,1415,558
05/10/2020,05/07/2020,9158,778,39,0
05/10/2020,03/17/2020,5522,2570,523,135
05/10/2020,04/11/2020,6754,3504,940,315
05/10/2020,03/22/2020,4377,2635,854,254
05/10/2020,04/26/2020,4346,944,205,39
05/10/2020,03/10/2020,455,88,38,10
05/10/2020,03/04/2020,32,6,5,1
05/10/2020,03/24/2020,7086,4497,1327,446
05/10/2020,04/14/2020,9299,4015,938,291
05/10/2020,05/05/2020,10585,1307,92,5
05/10/2020,03/29/2020,4787,3443,1357,458
05/10/2020,05/02/2020,5822,993,132,6
05/10/2020,02/26/2020,1,0,0,0
05/10/2020,05/09/2020,83,3,0,0
05/10/2020,04/27/2020,10132,2149,270,37
05/10/2020,04/13/2020,6602,3173,1024,327
05/10/2020,04/19/2020,6685,2242,410,111
05/10/2020,03/16/2020,4940,2234,470,111
05/10/2020,05/03/2020,4532,697,108,7
05/10/2020,05/04/2020,10763,1409,118,11
05/10/2020,04/09/2020,9038,4835,1311,475
05/10/2020,04/06/2020,10787,6193,1789,666
05/10/2020,05/08/2020,4168,367,8,0
05/10/2020,03/19/2020,7705,3886,821,230
05/10/2020,02/02/2020,2,0,0,0
05/10/2020,04/10/2020,7540,4174,1172,418
05/10/2020,04/04/2020,6150,3724,1354,481
05/10/2020,03/18/2020,6282,3144,661,175
05/10/2020,03/06/2020,79,11,4,2
05/10/2020,03/21/2020,4719,2671,762,243
05/10/2020,04/03/2020,9410,5549,1723,644
05/10/2020,04/15/2020,9772,3749,763,252
05/10/2020,03/14/2020,1704,692,220,62
05/10/2020,04/20/2020,11362,3654,480,134
05/10/2020,03/31/2020,7589,5201,1612,615
05/10/2020,03/03/2020,12,2,0,0
05/10/2020,02/28/2020,1,0,0,0
05/10/2020,02/29/2020,2,1,0,0
05/10/2020,02/05/2020,1,0,0,0
05/16/2020,03/28/2020,4717,3479,1397,511
05/16/2020,04/09/2020,9198,4994,1417,498
05/16/2020,03/09/2020,396,70,32,13
05/16/2020,03/03/2020,12,2,7,0
05/16/2020,04/01/2020,8423,5452,1614,662
05/11/2020,03/16/2020,4940,2234,484,111
05/11/2020,05/10/2020,62,10,0,0
05/11/2020,03/27/2020,7294,5026,1658,556
05/11/2020,03/24/2020,7087,4499,1391,448
05/11/2020,03/15/2020,2348,1091,296,84
05/11/2020,04/05/2020,6172,3602,1354,471
05/11/2020,03/02/2020,4,0,0,0
05/11/2020,04/07/2020,10429,5843,1697,609
05/11/2020,05/06/2020,11137,1248,93,0
05/11/2020,04/14/2020,9299,4019,1076,292
05/11/2020,04/19/2020,6686,2242,513,116
05/11/2020,01/23/2020,2,1,0,0
05/11/2020,03/25/2020,7478,4835,1493,464
05/11/2020,02/26/2020,1,0,0,0
05/11/2020,03/09/2020,397,70,31,15
05/11/2020,02/28/2020,1,0,0,0
05/11/2020,03/11/2020,790,179,64,23
05/11/2020,04/09/2020,9038,4837,1400,477
05/11/2020,03/19/2020,7705,3886,868,230
05/11/2020,04/30/2020,10577,1898,203,37
05/11/2020,04/24/2020,9355,2335,446,73
05/11/2020,03/23/2020,5579,3612,1192,356
05/11/2020,04/02/2020,9275,5677,1797,613
05/11/2020,03/22/2020,4378,2636,904,254
05/11/2020,04/03/2020,9414,5554,1777,649
05/11/2020,03/14/2020,1704,691,230,63
05/11/2020,04/15/2020,9772,3750,916,256
05/11/2020,03/01/2020,2,1,0,0
05/11/2020,03/07/2020,61,11,7,3
05/11/2020,04/23/2020,9917,2721,430,89
05/11/2020,04/21/2020,9685,2980,566,141
05/11/2020,04/26/2020,4346,946,269,42
05/11/2020,02/09/2020,1,0,0,0
05/11/2020,04/16/2020,9457,3408,778,190
05/11/2020,05/05/2020,11006,1387,101,5
05/11/2020,05/02/2020,5828,995,147,10
05/11/2020,04/11/2020,6756,3506,1032,320
05/11/2020,03/28/2020,4644,3412,1373,503
05/11/2020,03/05/2020,63,5,3,1
05/11/2020,05/08/2020,7972,670,44,0
05/11/2020,02/02/2020,2,0,0,0
05/11/2020,03/31/2020,7589,5203,1659,616
05/11/2020,03/13/2020,2160,684,198,45
05/11/2020,02/04/2020,1,0,0,0
05/11/2020,03/04/2020,32,6,5,1
05/11/2020,04/29/2020,11698,2207,272,30
05/11/2020,04/08/2020,10010,5376,1637,584
05/11/2020,05/03/2020,4548,699,112,7
05/11/2020,04/18/2020,6427,2077,525,124
05/11/2020,02/27/2020,1,0,0,0
05/11/2020,04/27/2020,10132,2152,345,40
05/11/2020,03/03/2020,12,2,0,0
05/11/2020,05/04/2020,10862,1444,123,15
05/11/2020,02/08/2020,1,0,0,0
05/11/2020,04/17/2020,10101,3436,746,176
05/11/2020,05/01/2020,10044,1691,207,22
05/11/2020,03/26/2020,7184,4984,1663,535
05/11/2020,03/30/2020,8441,5978,1899,676
05/11/2020,03/10/2020,455,88,38,10
05/11/2020,04/20/2020,11361,3658,628,138
05/11/2020,04/01/2020,7922,5055,1450,561
05/11/2020,04/10/2020,7539,4175,1257,424
05/11/2020,04/25/2020,6068,1493,282,48
05/11/2020,04/04/2020,6150,3724,1376,483
05/11/2020,04/28/2020,11782,2562,296,36
05/11/2020,02/05/2020,1,0,0,0
05/11/2020,03/17/2020,5522,2570,546,135
05/11/2020,02/29/2020,2,1,0,0
05/11/2020,03/29/2020,4787,3443,1423,459
05/11/2020,03/12/2020,1566,399,92,31
05/11/2020,04/06/2020,10789,6195,1868,670
05/11/2020,04/22/2020,11278,3357,519,107
05/11/2020,05/07/2020,10153,1008,68,3
05/11/2020,03/18/2020,6283,3147,692,176
05/11/2020,03/21/2020,4719,2671,803,243
05/11/2020,05/09/2020,2728,295,7,0
05/11/2020,03/08/2020,109,27,17,4
05/11/2020,03/20/2020,7766,4142,950,255
05/11/2020,03/06/2020,79,11,4,2
05/11/2020,04/12/2020,5602,2688,905,306
05/11/2020,04/13/2020,6602,3176,1133,333
05/12/2020,03/30/2020,8522,6060,1907,679
05/12/2020,03/23/2020,5619,3652,1193,356
05/12/2020,04/08/2020,10150,5519,1644,587
05/12/2020,04/20/2020,11410,3714,632,146
05/12/2020,03/06/2020,80,12,4,2
05/12/2020,05/07/2020,10609,1113,91,6
05/12/2020,04/10/2020,7708,4346,1267,430
05/12/2020,02/09/2020,1,0,0,0
05/12/2020,02/08/2020,1,0,0,0
05/12/2020,04/05/2020,6316,3749,1359,473
05/12/2020,03/20/2020,7786,4164,952,255
05/12/2020,02/04/2020,1,0,0,0
05/12/2020,03/26/2020,7272,5073,1674,536
05/12/2020,03/03/2020,12,2,0,0
05/12/2020,04/06/2020,10921,6329,1878,674
05/12/2020,03/02/2020,4,0,0,0
05/12/2020,03/09/2020,396,70,31,13
05/12/2020,03/24/2020,7176,4590,1401,451
05/12/2020,04/03/2020,9531,5673,1795,652
05/12/2020,04/13/2020,6674,3253,1138,338
05/12/2020,04/01/2020,8035,5171,1462,567
05/12/2020,04/21/2020,9718,3027,567,143
05/12/2020,04/19/2020,6740,2304,514,119
05/12/2020,04/14/2020,9360,4086,1082,300
05/12/2020,03/27/2020,7385,5119,1671,559
05/12/2020,03/14/2020,1705,694,230,62
05/12/2020,04/02/2020,9382,5783,1814,618
05/12/2020,04/15/2020,9828,3816,925,264
05/12/2020,05/02/2020,5829,1008,151,12
05/12/2020,05/11/2020,64,11,0,0
05/12/2020,04/09/2020,9185,4986,1410,485
05/12/2020,03/13/2020,2159,684,198,44
05/12/2020,04/18/2020,6462,2115,527,127
05/12/2020,04/29/2020,11743,2258,277,31
05/12/2020,04/26/2020,4350,958,272,47
05/12/2020,05/04/2020,10862,1457,127,16
05/12/2020,04/07/2020,10547,5962,1700,613
05/12/2020,05/05/2020,11077,1430,113,5
05/12/2020,05/06/2020,11304,1289,111,2
05/12/2020,05/03/2020,4569,732,117,11
05/12/2020,03/10/2020,454,88,38,9
05/12/2020,03/04/2020,32,6,5,1
05/12/2020,05/09/2020,3728,415,43,0
05/12/2020,02/28/2020,1,0,0,0
05/12/2020,04/16/2020,9518,3477,787,198
05/12/2020,04/27/2020,10177,2209,350,46
05/12/2020,04/04/2020,6242,3818,1388,485
05/12/2020,03/21/2020,4747,2700,805,245
05/12/2020,03/08/2020,109,27,17,4
05/12/2020,03/01/2020,2,1,0,0
05/12/2020,03/07/2020,61,11,7,3
05/12/2020,03/17/2020,5529,2578,547,136
05/12/2020,04/30/2020,10603,1936,205,40
05/12/2020,04/28/2020,11822,2611,296,40
05/12/2020,03/12/2020,1566,399,93,31
05/12/2020,05/08/2020,9083,917,78,1
05/12/2020,02/29/2020,2,1,0,0
05/12/2020,04/17/2020,10150,3488,750,182
05/12/2020,03/31/2020,7672,5290,1682,622
05/12/2020,04/23/2020,9957,2764,433,91
05/12/2020,04/12/2020,5736,2831,917,314
05/12/2020,01/23/2020,2,1,0,0
05/12/2020,03/19/2020,7729,3910,870,231
05/12/2020,05/10/2020,1829,199,7,0
05/12/2020,04/11/2020,6888,3640,1037,321
05/12/2020,03/18/2020,6304,3169,694,176
05/12/2020,02/02/2020,2,0,0,0
05/12/2020,03/16/2020,4945,2241,486,113
05/12/2020,03/29/2020,4868,3525,1437,460
05/12/2020,05/01/2020,10129,1786,211,25
05/12/2020,03/05/2020,63,5,3,1
05/12/2020,03/22/2020,4399,2658,905,254
05/12/2020,02/27/2020,1,0,0,0
05/12/2020,03/15/2020,2350,1095,296,82
05/12/2020,02/05/2020,1,0,0,0
05/12/2020,03/25/2020,7561,4920,1498,465
05/12/2020,04/25/2020,6127,1559,285,50
05/12/2020,03/11/2020,791,180,64,22
05/12/2020,04/24/2020,9381,2373,450,75
05/12/2020,03/28/2020,4707,3476,1392,505
05/12/2020,04/22/2020,11306,3391,523,111
05/12/2020,02/26/2020,1,0,0,0
05/16/2020,03/05/2020,63,5,25,1
05/13/2020,04/08/2020,10151,5521,1651,594
05/13/2020,04/14/2020,9359,4085,1086,306
05/13/2020,04/23/2020,9959,2765,436,100
05/13/2020,05/03/2020,4571,734,130,13
05/13/2020,03/01/2020,2,1,0,0
05/13/2020,02/24/2020,1,0,0,0
05/13/2020,03/27/2020,7386,5121,1676,562
05/13/2020,04/09/2020,9187,4987,1416,489
05/13/2020,03/06/2020,80,12,4,2
05/13/2020,04/07/2020,10547,5962,1705,617
05/13/2020,04/13/2020,6674,3253,1141,343
05/13/2020,04/20/2020,11410,3717,638,150
05/13/2020,04/01/2020,8034,5171,1467,578
05/13/2020,04/05/2020,6316,3749,1363,476
05/13/2020,04/19/2020,6740,2305,519,121
05/13/2020,04/30/2020,10621,1940,225,44
05/13/2020,05/01/2020,10140,1790,227,32
05/13/2020,04/21/2020,9718,3031,570,149
05/13/2020,04/22/2020,11308,3395,532,117
05/13/2020,05/09/2020,4879,527,56,2
05/13/2020,03/28/2020,4707,3476,1396,509
05/13/2020,04/03/2020,9532,5675,1803,660
05/13/2020,03/22/2020,4402,2662,909,256
