extract_date,specimen_date,Number_tested,Number_confirmed,Number_hospitalized,Number_deaths
10/14/2020,05/03/2020,4605,794,171,44
10/14/2020,08/08/2020,8352,135,22,2
10/14/2020,05/13/2020,15218,1455,151,47
10/15/2020,05/07/2020,11243,1344,200,55
10/14/2020,09/24/2020,14076,297,17,3
10/14/2020,08/15/2020,8622,137,22,3
10/15/2020,05/06/2020,11682,1475,219,66
10/14/2020,03/20/2020,7804,4204,951,285
10/15/2020,06/07/2020,7114,214,46,3
10/14/2020,04/24/2020,9584,2546,468,176
10/15/2020,09/11/2020,16024,221,25,2
10/14/2020,04/20/2020,11451,3809,675,251
10/15/2020,06/17/2020,17810,385,48,9
10/15/2020,06/02/2020,15704,590,74,15
10/14/2020,09/15/2020,17031,260,24,1
10/15/2020,05/10/2020,4430,466,108,32
10/15/2020,05/23/2020,9664,558,66,12
10/15/2020,09/28/2020,16535,299,23,2
10/14/2020,08/09/2020,6829,115,14,1
10/14/2020,09/14/2020,17988,329,22,3
10/14/2020,04/30/2020,10718,2099,270,111
10/14/2020,04/26/2020,4372,1016,293,100
10/14/2020,03/27/2020,7448,5170,1696,646
10/14/2020,09/29/2020,16024,436,34,0
10/15/2020,09/21/2020,17634,358,29,2
10/14/2020,08/22/2020,8074,125,18,1
10/15/2020,02/29/2020,1,1,0,0
10/14/2020,07/03/2020,11707,242,33,4
10/15/2020,05/24/2020,9690,555,88,8
10/15/2020,09/05/2020,9035,134,21,2
10/14/2020,05/29/2020,15020,603,72,16
10/15/2020,08/28/2020,16531,224,26,2
10/15/2020,05/12/2020,15044,1364,166,36
10/14/2020,05/30/2020,8362,351,53,6
10/14/2020,07/22/2020,16121,310,33,2
10/14/2020,09/25/2020,14442,275,22,4
10/14/2020,04/18/2020,6566,2214,583,195
10/14/2020,10/02/2020,16611,383,31,1
10/15/2020,03/28/2020,4747,3512,1436,565
10/15/2020,05/20/2020,20533,1361,103,22
10/14/2020,06/08/2020,17854,457,58,3
10/15/2020,08/06/2020,15675,262,30,4
10/15/2020,07/20/2020,18785,374,46,4
10/15/2020,08/11/2020,16359,238,27,1
10/14/2020,04/22/2020,11368,3500,556,192
10/14/2020,03/17/2020,5529,2606,531,159
10/14/2020,04/03/2020,9567,5740,1812,753
10/15/2020,09/07/2020,9140,191,20,0
10/14/2020,10/07/2020,17637,329,20,0
10/15/2020,07/28/2020,15318,305,46,2
10/15/2020,07/14/2020,19168,419,43,3
10/15/2020,06/25/2020,17519,294,41,3
10/14/2020,06/01/2020,16910,677,90,16
10/14/2020,10/05/2020,20506,453,20,0
10/14/2020,06/05/2020,14536,441,67,9
10/15/2020,09/06/2020,7370,167,19,1
10/14/2020,05/21/2020,19715,1388,114,23
10/14/2020,06/21/2020,7689,183,40,3
10/15/2020,06/11/2020,13742,327,59,6
10/14/2020,09/18/2020,13126,201,27,0
10/15/2020,08/17/2020,20081,288,29,1
10/14/2020,10/11/2020,3911,86,2,0
10/15/2020,04/28/2020,11941,2759,356,134
10/15/2020,08/13/2020,15402,254,31,2
10/15/2020,03/30/2020,8563,6126,1929,779
10/14/2020,02/05/2020,1,0,1,0
10/14/2020,07/05/2020,8182,155,21,2
10/15/2020,06/18/2020,17786,370,50,2
10/15/2020,06/23/2020,19132,388,32,2
10/14/2020,09/13/2020,7056,185,13,0
10/15/2020,07/19/2020,7370,177,30,4
10/15/2020,06/12/2020,15634,384,61,10
10/14/2020,06/23/2020,19132,387,31,2
10/15/2020,04/16/2020,9554,3554,825,302
10/15/2020,03/22/2020,4412,2697,914,287
10/15/2020,04/08/2020,10201,5601,1691,731
10/14/2020,03/15/2020,2361,1119,295,97
10/14/2020,06/04/2020,14784,509,80,7
10/15/2020,04/05/2020,6341,3794,1383,549
10/14/2020,05/11/2020,13576,1319,186,46
10/14/2020,05/06/2020,11682,1473,218,66
10/15/2020,03/24/2020,7206,4640,1406,529
10/14/2020,07/30/2020,15535,237,34,1
10/15/2020,07/08/2020,19803,434,40,5
10/15/2020,02/05/2020,1,0,1,0
10/14/2020,09/02/2020,18474,241,16,5
10/14/2020,06/10/2020,15116,361,54,7
10/15/2020,04/23/2020,10005,2841,467,171
10/14/2020,10/12/2020,3101,33,0,0
10/15/2020,03/31/2020,7954,5526,1864,798
10/15/2020,06/29/2020,21918,480,46,11
10/15/2020,09/27/2020,6674,232,21,1
10/14/2020,09/04/2020,18718,200,21,5
10/14/2020,09/30/2020,15008,386,21,1
10/14/2020,10/01/2020,14780,368,17,2
10/14/2020,06/02/2020,15704,589,73,15
10/14/2020,05/31/2020,6928,276,56,10
10/14/2020,08/01/2020,8267,166,24,2
10/14/2020,03/07/2020,67,12,12,3
10/15/2020,10/12/2020,8792,136,10,0
10/14/2020,05/02/2020,5880,1078,195,52
10/15/2020,03/12/2020,1574,406,101,36
10/14/2020,04/27/2020,10295,2323,408,123
10/15/2020,05/21/2020,19715,1390,114,23
10/14/2020,06/09/2020,16480,436,57,4
10/15/2020,02/02/2020,2,0,2,0
10/14/2020,08/05/2020,15564,259,30,0
10/14/2020,07/14/2020,19168,417,43,3
10/15/2020,03/14/2020,1705,696,237,68
10/14/2020,07/26/2020,6327,133,27,0
10/15/2020,05/25/2020,9374,528,78,16
10/14/2020,04/19/2020,6730,2355,536,184
10/14/2020,05/18/2020,16440,1015,115,24
10/15/2020,07/26/2020,6327,133,28,0
10/15/2020,05/30/2020,8363,352,53,6
10/15/2020,09/26/2020,8117,177,17,1
10/14/2020,08/10/2020,18909,285,31,1
10/15/2020,10/11/2020,5025,115,13,0
10/15/2020,04/22/2020,11368,3502,557,193
10/15/2020,06/04/2020,14783,510,80,7
10/14/2020,03/05/2020,63,5,23,1
10/15/2020,03/09/2020,399,77,33,15
10/15/2020,05/22/2020,20044,1297,113,20
10/15/2020,04/04/2020,6265,3865,1399,554
10/15/2020,05/15/2020,11774,940,142,29
10/15/2020,09/29/2020,16025,438,41,0
10/15/2020,10/07/2020,17855,348,27,0
10/14/2020,06/27/2020,10747,247,46,3
10/14/2020,03/29/2020,4910,3587,1465,524
10/15/2020,03/01/2020,2,0,0,0
10/15/2020,03/23/2020,5651,3694,1196,395
10/14/2020,08/23/2020,7102,130,15,3
10/15/2020,07/11/2020,9860,246,39,2
10/15/2020,05/13/2020,15218,1455,152,47
10/15/2020,08/10/2020,18909,286,32,1
10/14/2020,08/03/2020,18487,338,33,1
10/15/2020,07/12/2020,8421,234,19,3
10/14/2020,08/17/2020,20081,286,28,1
10/15/2020,04/19/2020,6730,2355,536,184
10/15/2020,04/21/2020,9763,3092,603,239
10/14/2020,08/19/2020,17776,245,28,2
10/15/2020,10/04/2020,7963,207,22,0
10/14/2020,09/22/2020,15476,255,16,0
10/14/2020,05/05/2020,11260,1584,231,68
10/15/2020,06/08/2020,17854,458,58,3
10/14/2020,07/10/2020,15038,328,34,4
10/15/2020,03/20/2020,7804,4205,951,285
10/15/2020,09/01/2020,19182,246,21,2
10/15/2020,10/14/2020,79,0,0,0
10/15/2020,04/07/2020,10570,6007,1723,735
10/14/2020,07/07/2020,20050,460,54,5
10/14/2020,08/24/2020,19902,241,23,1
10/16/2020,08/29/2020,8119,94,9,0
10/16/2020,02/29/2020,1,1,0,0
10/16/2020,05/24/2020,9690,555,89,8
10/16/2020,09/03/2020,19159,252,18,1
10/16/2020,07/24/2020,14591,279,38,2
10/16/2020,07/11/2020,9861,246,39,2
10/16/2020,09/14/2020,18053,330,25,3
10/16/2020,08/26/2020,17099,251,25,4
10/16/2020,04/05/2020,6340,3794,1383,549
10/16/2020,09/23/2020,14873,332,28,2
10/16/2020,08/28/2020,16556,224,26,2
10/16/2020,04/29/2020,11846,2371,324,101
10/16/2020,03/16/2020,4951,2285,495,129
10/16/2020,06/24/2020,17791,384,43,7
10/16/2020,03/17/2020,5529,2607,532,159
10/16/2020,08/05/2020,15593,262,30,0
10/16/2020,05/30/2020,8363,354,54,6
10/16/2020,05/21/2020,19715,1394,117,23
10/16/2020,07/21/2020,18034,323,26,3
10/16/2020,03/05/2020,63,5,23,1
10/16/2020,09/29/2020,16020,439,41,0
10/16/2020,04/21/2020,9763,3092,604,239
10/16/2020,02/26/2020,1,0,1,0
10/16/2020,03/06/2020,82,14,13,2
10/16/2020,08/15/2020,8637,137,22,3
10/16/2020,06/01/2020,16911,683,91,16
10/16/2020,05/14/2020,14232,1246,143,35
10/16/2020,07/07/2020,20051,463,54,5
10/16/2020,10/10/2020,8759,183,21,0
10/16/2020,05/28/2020,15601,628,91,10
10/16/2020,04/17/2020,10203,3585,788,292
10/16/2020,04/01/2020,8464,5507,1733,756
10/16/2020,03/24/2020,7206,4640,1410,529
10/16/2020,06/02/2020,15705,591,76,15
10/16/2020,05/19/2020,16430,1139,136,36
10/16/2020,03/23/2020,5651,3694,1198,395
10/16/2020,03/03/2020,14,2,7,0
10/16/2020,06/14/2020,7680,176,29,0
10/16/2020,04/09/2020,9248,5068,1458,596
10/16/2020,03/15/2020,2361,1119,296,97
10/16/2020,04/06/2020,10936,6391,1903,811
10/16/2020,04/28/2020,11940,2758,356,134
10/16/2020,07/27/2020,17492,299,29,6
10/16/2020,03/27/2020,7447,5171,1697,646
10/16/2020,04/07/2020,10570,6007,1724,735
10/16/2020,06/17/2020,17810,388,48,9
10/16/2020,04/11/2020,6939,3689,1074,404
10/16/2020,08/14/2020,15918,258,35,2
10/16/2020,08/23/2020,7113,130,15,3
10/16/2020,07/14/2020,19169,422,43,3
10/16/2020,07/19/2020,7370,177,30,4
10/16/2020,07/15/2020,19592,401,37,2
10/16/2020,04/26/2020,4372,1018,293,100
10/16/2020,08/17/2020,20122,290,30,1
10/16/2020,07/09/2020,17982,395,48,6
10/16/2020,07/25/2020,8156,146,31,3
10/16/2020,09/30/2020,15017,394,27,1
10/16/2020,05/09/2020,5339,656,126,30
10/16/2020,07/05/2020,8183,157,22,2
10/16/2020,05/05/2020,11259,1584,231,68
10/16/2020,03/21/2020,4766,2729,817,274
10/16/2020,06/30/2020,20673,476,56,9
10/16/2020,07/29/2020,15754,279,23,2
10/16/2020,06/03/2020,15072,583,91,25
10/16/2020,05/22/2020,20044,1299,114,20
10/16/2020,05/13/2020,15218,1456,153,47
10/16/2020,09/08/2020,19312,272,23,2
10/16/2020,06/04/2020,14782,510,80,7
10/16/2020,06/16/2020,18551,441,74,5
10/16/2020,04/18/2020,6566,2215,583,195
10/16/2020,09/24/2020,14020,299,18,4
10/16/2020,02/08/2020,1,0,1,0
10/16/2020,10/04/2020,7961,208,22,0
10/16/2020,04/23/2020,10005,2843,468,172
10/16/2020,09/05/2020,9059,134,21,2
10/16/2020,06/27/2020,10748,248,46,3
10/16/2020,05/17/2020,6041,376,79,11
10/16/2020,04/14/2020,9425,4179,1118,396
10/16/2020,10/14/2020,4065,27,1,0
10/16/2020,08/16/2020,6685,130,24,0
10/16/2020,05/20/2020,20534,1363,104,22
10/16/2020,04/10/2020,7828,4474,1323,535
10/16/2020,03/13/2020,2164,703,209,55
10/16/2020,08/03/2020,18530,339,34,1
10/16/2020,03/19/2020,7749,3961,862,272
10/16/2020,05/27/2020,16435,776,94,19
10/16/2020,03/18/2020,6312,3213,700,204
10/16/2020,09/16/2020,14817,267,37,0
10/16/2020,07/04/2020,5347,116,25,1
10/16/2020,07/31/2020,15514,227,30,2
10/16/2020,06/22/2020,19138,407,62,4
10/16/2020,08/24/2020,19957,245,24,1
10/16/2020,05/06/2020,11682,1476,220,66
10/16/2020,03/20/2020,7804,4207,952,285
10/16/2020,03/10/2020,457,93,42,11
10/16/2020,06/18/2020,17786,369,51,2
10/16/2020,04/02/2020,9385,5808,1838,725
10/16/2020,03/08/2020,110,28,22,4
10/16/2020,07/10/2020,15039,330,36,4
10/16/2020,08/08/2020,8364,135,22,2
10/16/2020,06/21/2020,7690,183,40,3
10/16/2020,03/28/2020,4747,3512,1439,565
10/16/2020,08/02/2020,6577,123,24,5
10/16/2020,07/26/2020,6327,133,28,0
10/16/2020,05/10/2020,4430,466,108,32
10/16/2020,09/25/2020,14440,274,25,4
10/16/2020,07/28/2020,15318,306,46,2
10/16/2020,07/12/2020,8422,236,19,3
10/16/2020,07/01/2020,19426,427,47,5
10/16/2020,05/31/2020,6926,275,55,10
10/16/2020,09/09/2020,16581,264,21,2
10/16/2020,04/16/2020,9554,3554,826,302
10/16/2020,07/16/2020,18549,394,31,2
10/16/2020,09/10/2020,14832,237,21,0
10/16/2020,08/04/2020,11359,181,19,1
10/16/2020,06/05/2020,14535,441,68,9
10/16/2020,08/06/2020,15709,261,30,4
10/16/2020,05/16/2020,6677,473,88,12
10/16/2020,05/25/2020,9374,529,80,16
10/16/2020,09/26/2020,8112,177,17,1
10/16/2020,05/29/2020,15021,605,73,16
10/16/2020,10/13/2020,11727,193,6,0
10/16/2020,02/02/2020,2,0,2,0
10/16/2020,09/22/2020,15478,260,19,0
10/16/2020,08/30/2020,6840,151,16,0
10/16/2020,08/07/2020,15593,226,29,3
10/16/2020,09/18/2020,13130,204,27,0
10/16/2020,06/29/2020,21918,483,46,11
10/16/2020,08/20/2020,17728,210,27,1
10/16/2020,04/30/2020,10718,2101,271,111
10/16/2020,08/31/2020,21770,293,36,3
10/16/2020,06/11/2020,13742,328,59,6
10/16/2020,10/05/2020,20547,460,25,1
10/16/2020,05/11/2020,13576,1322,188,46
10/16/2020,03/04/2020,33,6,16,2
10/16/2020,05/07/2020,11244,1345,202,55
10/16/2020,09/04/2020,18742,203,24,5
10/16/2020,08/11/2020,16381,240,27,1
10/16/2020,07/13/2020,21399,488,52,4
10/16/2020,10/08/2020,16800,318,20,0
10/16/2020,09/11/2020,16012,222,25,2
10/16/2020,03/09/2020,399,77,33,15
10/16/2020,07/08/2020,19803,434,40,5
10/16/2020,03/02/2020,5,0,3,0
10/16/2020,06/09/2020,16481,439,57,4
10/16/2020,04/04/2020,6265,3865,1401,554
10/16/2020,08/19/2020,17798,248,29,2
10/16/2020,09/01/2020,19219,248,21,2
10/16/2020,04/27/2020,10294,2324,410,123
10/16/2020,07/23/2020,15694,289,28,2
10/16/2020,04/03/2020,9567,5741,1813,753
10/16/2020,05/18/2020,16439,1015,119,24
10/16/2020,08/10/2020,18959,286,32,1
10/16/2020,08/09/2020,6851,115,14,1
10/16/2020,09/17/2020,15156,277,21,1
10/16/2020,10/15/2020,113,0,0,0
10/16/2020,04/20/2020,11452,3811,676,251
10/16/2020,10/03/2020,9145,175,14,0
10/16/2020,03/14/2020,1705,696,237,68
10/16/2020,06/26/2020,18089,322,39,3
10/16/2020,10/12/2020,11974,227,21,0
10/16/2020,05/08/2020,10327,1146,190,41
10/16/2020,04/19/2020,6729,2355,535,184
10/16/2020,07/03/2020,11708,243,34,4
10/16/2020,09/15/2020,17038,267,24,2
10/16/2020,07/30/2020,15535,238,35,1
10/16/2020,04/15/2020,9887,3891,953,357
10/16/2020,08/25/2020,18481,244,30,2
10/16/2020,05/15/2020,11774,941,142,29
10/16/2020,09/12/2020,8315,160,9,1
10/16/2020,08/21/2020,17458,227,35,4
10/16/2020,05/26/2020,21309,1150,101,27
10/16/2020,04/22/2020,11368,3503,558,193
10/16/2020,06/28/2020,9632,225,32,3
10/16/2020,04/24/2020,9584,2547,469,176
10/16/2020,10/09/2020,16230,319,17,0
10/16/2020,09/06/2020,7369,167,19,1
10/16/2020,06/25/2020,17518,295,41,3
10/16/2020,08/12/2020,15877,293,25,5
10/16/2020,07/06/2020,20678,471,70,5
10/16/2020,04/08/2020,10201,5601,1693,731
10/16/2020,08/22/2020,8087,126,19,1
10/16/2020,05/02/2020,5880,1079,195,52
10/16/2020,06/15/2020,18842,363,56,5
10/16/2020,07/20/2020,18785,377,46,4
10/16/2020,09/02/2020,18492,245,18,5
10/16/2020,05/03/2020,4605,796,172,44
10/16/2020,07/02/2020,19263,420,38,3
10/16/2020,10/02/2020,16612,388,36,1
10/16/2020,06/19/2020,16284,363,36,3
10/16/2020,07/22/2020,16121,313,33,2
10/16/2020,07/17/2020,18055,393,49,8
10/16/2020,08/27/2020,15532,244,25,5
10/16/2020,09/21/2020,17628,360,29,2
10/16/2020,09/19/2020,6949,109,17,1
10/16/2020,09/20/2020,5666,122,18,2
10/16/2020,04/25/2020,6151,1612,313,92
10/16/2020,09/27/2020,6671,233,21,1
10/16/2020,05/12/2020,15044,1365,170,36
10/16/2020,08/13/2020,15430,255,31,2
10/16/2020,03/01/2020,2,0,0,0
10/16/2020,06/10/2020,15116,362,54,7
10/16/2020,06/12/2020,15634,386,61,10
10/16/2020,09/13/2020,7056,186,13,0
10/16/2020,03/25/2020,7627,5004,1533,545
10/16/2020,02/04/2020,1,0,0,0
10/16/2020,08/01/2020,8266,168,25,2
10/16/2020,06/06/2020,8639,272,46,7
10/16/2020,03/12/2020,1574,406,102,36
10/16/2020,04/12/2020,5757,2873,953,400
10/16/2020,09/07/2020,9140,193,20,0
10/16/2020,02/05/2020,1,0,1,0
10/16/2020,06/23/2020,19133,388,32,2
10/16/2020,06/08/2020,17854,459,59,3
10/16/2020,06/07/2020,7114,214,46,3
10/16/2020,03/29/2020,4910,3587,1465,524
10/16/2020,03/31/2020,7954,5526,1866,798
10/16/2020,06/20/2020,10246,198,19,2
10/16/2020,09/28/2020,16538,303,24,2
10/16/2020,03/30/2020,8563,6126,1934,779
10/16/2020,03/07/2020,67,12,12,3
10/16/2020,05/23/2020,9664,559,66,12
10/16/2020,03/26/2020,7318,5134,1701,635
10/16/2020,10/11/2020,6441,162,18,1
10/16/2020,10/06/2020,19139,353,28,0
10/16/2020,10/01/2020,14782,369,24,3
10/16/2020,06/13/2020,9143,200,43,2
10/16/2020,08/18/2020,19300,256,22,1
10/16/2020,04/13/2020,6731,3308,1186,453
10/16/2020,10/07/2020,17908,353,29,0
10/16/2020,03/11/2020,796,197,71,27
10/16/2020,05/01/2020,10260,1947,284,83
10/16/2020,07/18/2020,9453,203,25,3
10/16/2020,03/22/2020,4412,2697,915,287
10/16/2020,05/04/2020,11060,1609,229,79
10/17/2020,07/11/2020,9861,246,39,2
10/17/2020,06/09/2020,16481,442,57,4
10/17/2020,07/30/2020,15535,239,35,1
10/17/2020,10/08/2020,16844,330,21,0
10/17/2020,06/25/2020,17518,296,41,3
10/17/2020,03/28/2020,4747,3512,1439,565
10/17/2020,06/06/2020,8639,271,46,7
10/17/2020,09/22/2020,15477,262,19,0
10/17/2020,07/09/2020,17983,397,48,6
10/17/2020,10/16/2020,136,2,0,0
10/17/2020,09/20/2020,5666,124,18,2
10/17/2020,04/28/2020,11940,2761,356,135
10/17/2020,10/07/2020,17918,358,30,0
10/17/2020,06/12/2020,15635,388,61,10
10/17/2020,06/15/2020,18842,365,56,5
10/17/2020,05/28/2020,15601,629,92,10
10/17/2020,05/21/2020,19716,1396,117,23
10/17/2020,08/25/2020,18481,245,30,2
10/17/2020,02/04/2020,1,0,0,0
10/17/2020,03/05/2020,63,5,23,1
10/17/2020,07/08/2020,19803,435,40,5
10/17/2020,06/01/2020,16911,683,92,16
10/17/2020,03/12/2020,1574,406,102,36
10/17/2020,08/06/2020,15709,262,30,4
10/17/2020,07/15/2020,19592,402,37,2
10/17/2020,10/13/2020,14905,252,15,0
10/17/2020,06/10/2020,15116,362,54,7
10/17/2020,06/13/2020,9143,200,43,2
10/17/2020,03/15/2020,2361,1119,296,97
10/17/2020,08/12/2020,15877,294,25,5
10/17/2020,07/24/2020,14591,281,38,2
10/17/2020,04/04/2020,6265,3865,1401,554
10/17/2020,07/07/2020,20051,465,54,5
10/17/2020,05/15/2020,11774,943,142,29
10/17/2020,06/26/2020,18088,324,39,3
10/17/2020,09/24/2020,14020,300,19,4
10/17/2020,10/03/2020,9146,179,14,0
10/17/2020,04/07/2020,10570,6007,1724,735
10/17/2020,03/30/2020,8563,6126,1934,780
10/17/2020,09/15/2020,17039,269,24,2
10/17/2020,09/28/2020,16541,303,24,2
10/17/2020,08/18/2020,19300,257,22,1
10/17/2020,04/16/2020,9554,3554,826,303
10/17/2020,03/18/2020,6313,3214,700,204
10/17/2020,03/22/2020,4412,2697,915,287
10/17/2020,10/15/2020,4229,57,2,0
10/17/2020,04/20/2020,11452,3813,676,252
10/17/2020,05/18/2020,16439,1016,119,24
10/17/2020,06/29/2020,21918,485,46,11
10/17/2020,07/28/2020,15318,309,46,2
10/17/2020,03/24/2020,7206,4640,1410,529
10/17/2020,05/29/2020,15021,607,73,16
10/17/2020,09/13/2020,7056,186,13,0
10/17/2020,09/23/2020,14874,333,28,2
10/17/2020,03/07/2020,67,12,12,3
10/17/2020,03/01/2020,2,0,0,0
10/17/2020,07/25/2020,8156,146,31,3
10/17/2020,02/29/2020,1,1,0,0
10/17/2020,04/08/2020,10201,5602,1693,732
10/17/2020,08/05/2020,15593,264,30,0
10/17/2020,09/27/2020,6673,237,21,1
10/17/2020,07/31/2020,15514,229,31,2
10/17/2020,03/08/2020,110,28,22,4
10/17/2020,05/25/2020,9373,531,80,16
10/17/2020,07/21/2020,18034,326,26,3
10/17/2020,09/30/2020,15016,394,27,1
10/17/2020,03/17/2020,5529,2607,532,159
10/17/2020,04/18/2020,6566,2215,583,195
10/17/2020,03/06/2020,82,14,13,2
10/17/2020,08/24/2020,19957,245,24,1
10/17/2020,08/20/2020,17728,213,28,1
10/17/2020,10/10/2020,8858,190,22,0
10/17/2020,05/24/2020,9690,555,89,8
10/17/2020,03/19/2020,7749,3962,862,272
10/17/2020,07/29/2020,15754,280,23,2
10/17/2020,05/09/2020,5339,656,126,30
10/17/2020,04/13/2020,6732,3309,1186,453
10/17/2020,09/04/2020,18743,204,24,6
10/17/2020,05/19/2020,16430,1141,136,37
10/17/2020,06/02/2020,15706,591,76,15
10/17/2020,06/22/2020,19138,409,62,4
10/17/2020,10/06/2020,19161,355,29,0
10/17/2020,10/11/2020,6560,179,18,1
10/17/2020,05/23/2020,9664,561,66,12
10/17/2020,05/10/2020,4430,468,108,32
10/17/2020,03/26/2020,7318,5134,1701,635
10/17/2020,07/10/2020,15038,329,36,4
10/17/2020,09/08/2020,19312,277,23,2
10/17/2020,06/20/2020,10246,198,19,2
10/17/2020,06/03/2020,15072,584,92,25
10/17/2020,08/21/2020,17457,231,35,4
10/17/2020,05/03/2020,4605,796,172,44
10/17/2020,08/29/2020,8119,95,9,0
10/17/2020,03/10/2020,457,93,42,11
10/17/2020,04/24/2020,9584,2547,469,176
10/17/2020,08/19/2020,17798,249,30,2
10/17/2020,07/18/2020,9454,204,25,3
10/17/2020,09/12/2020,8315,163,9,1
10/17/2020,09/06/2020,7369,167,19,1
10/17/2020,08/27/2020,15532,248,25,5
10/17/2020,06/14/2020,7680,176,29,0
10/17/2020,09/09/2020,16581,265,21,2
10/17/2020,06/16/2020,18551,441,74,5
10/17/2020,09/18/2020,13131,206,28,2
10/17/2020,04/23/2020,10005,2843,468,172
10/17/2020,09/14/2020,18053,332,25,3
10/17/2020,08/28/2020,16556,226,26,2
10/17/2020,09/16/2020,14817,268,37,0
10/17/2020,08/08/2020,8364,136,22,2
10/17/2020,03/27/2020,7447,5172,1698,647
10/17/2020,06/17/2020,17810,388,48,9
10/17/2020,08/26/2020,17099,252,25,4
10/17/2020,10/05/2020,20551,467,25,1
10/17/2020,03/23/2020,5651,3694,1198,395
10/17/2020,05/07/2020,11244,1347,202,55
10/17/2020,04/30/2020,10718,2100,271,111
10/17/2020,09/26/2020,8114,180,18,1
10/17/2020,05/16/2020,6677,473,89,12
10/17/2020,07/27/2020,17492,304,29,6
10/17/2020,06/07/2020,7114,215,46,3
10/17/2020,09/29/2020,16023,443,41,0
10/17/2020,08/13/2020,15428,257,33,2
10/17/2020,10/04/2020,7965,212,22,1
10/17/2020,04/14/2020,9425,4179,1119,396
10/17/2020,04/26/2020,4372,1018,293,100
10/17/2020,07/19/2020,7370,177,30,4
10/17/2020,06/23/2020,19133,389,32,2
10/17/2020,04/02/2020,9385,5809,1838,725
10/17/2020,03/21/2020,4766,2730,817,274
10/17/2020,05/12/2020,15044,1368,171,36
10/17/2020,09/21/2020,17627,360,29,2
10/17/2020,10/14/2020,10992,166,6,0
10/17/2020,07/22/2020,16121,315,33,2
10/17/2020,05/17/2020,6041,379,79,11
10/17/2020,08/10/2020,18959,287,32,1
10/17/2020,08/07/2020,15594,228,29,3
10/17/2020,05/22/2020,20043,1301,115,20
10/17/2020,04/11/2020,6939,3689,1074,405
10/17/2020,08/03/2020,18530,340,34,1
10/17/2020,04/25/2020,6151,1612,313,92
10/17/2020,06/30/2020,20673,477,56,9
10/17/2020,08/02/2020,6577,124,24,5
10/17/2020,08/23/2020,7113,130,15,3
10/17/2020,04/12/2020,5757,2873,952,400
10/17/2020,05/27/2020,16436,778,94,19
10/17/2020,08/01/2020,8266,168,25,2
10/17/2020,09/07/2020,9140,193,20,0
10/17/2020,09/01/2020,19220,250,21,2
10/17/2020,05/05/2020,11258,1583,231,68
10/17/2020,08/09/2020,6851,117,14,1
10/17/2020,07/16/2020,18549,395,31,2
10/17/2020,06/11/2020,13742,328,59,6
10/17/2020,05/01/2020,10260,1947,284,83
10/17/2020,04/10/2020,7828,4474,1323,535
10/17/2020,08/14/2020,15920,261,35,2
10/17/2020,07/02/2020,19263,421,38,3
10/17/2020,07/17/2020,18055,393,49,8
10/17/2020,09/03/2020,19159,253,19,1
10/17/2020,03/20/2020,7804,4207,952,285
10/17/2020,03/25/2020,7627,5005,1533,545
10/17/2020,06/28/2020,9632,227,32,3
10/17/2020,02/02/2020,2,0,2,0
10/17/2020,07/20/2020,18785,377,46,4
10/17/2020,08/30/2020,6840,151,16,0
10/17/2020,03/11/2020,796,197,71,27
10/17/2020,07/06/2020,20678,472,70,5
10/17/2020,10/02/2020,16624,397,36,1
10/17/2020,04/15/2020,9887,3891,953,358
10/17/2020,10/12/2020,13692,278,22,0
10/17/2020,05/04/2020,11059,1609,230,79
10/17/2020,07/01/2020,19426,429,47,5
10/17/2020,08/31/2020,21770,297,36,3
10/17/2020,06/05/2020,14534,442,69,10
10/17/2020,05/31/2020,6926,276,55,10
10/17/2020,07/13/2020,21399,490,52,4
10/17/2020,09/10/2020,14832,238,21,0
10/17/2020,04/27/2020,10294,2324,410,123
10/17/2020,03/31/2020,7954,5526,1866,798
10/17/2020,04/22/2020,11368,3503,558,193
10/17/2020,06/24/2020,17791,384,43,7
10/17/2020,03/29/2020,4910,3588,1465,524
10/17/2020,04/03/2020,9567,5742,1813,756
10/17/2020,08/04/2020,11359,182,20,1
10/17/2020,03/16/2020,4951,2285,496,129
10/17/2020,05/06/2020,11682,1477,221,67
10/17/2020,03/02/2020,5,0,3,0
10/17/2020,08/16/2020,6685,130,24,0
10/17/2020,06/27/2020,10748,250,47,3
10/17/2020,05/20/2020,20534,1364,104,22
10/17/2020,02/05/2020,1,0,1,0
10/17/2020,06/21/2020,7690,183,41,3
10/17/2020,05/26/2020,21309,1153,101,27
10/17/2020,07/14/2020,19169,424,43,3
10/17/2020,07/03/2020,11708,243,34,4
10/17/2020,08/15/2020,8637,138,22,3
10/17/2020,05/13/2020,15218,1458,153,48
10/17/2020,05/14/2020,14232,1247,143,35
10/17/2020,02/26/2020,1,0,1,0
10/17/2020,05/08/2020,10327,1149,190,42
10/17/2020,05/02/2020,5880,1079,195,52
10/17/2020,10/01/2020,14784,372,24,3
10/17/2020,04/21/2020,9763,3093,604,239
10/17/2020,04/05/2020,6340,3795,1383,549
10/17/2020,08/11/2020,16381,239,27,1
10/17/2020,09/19/2020,6949,110,17,1
10/17/2020,05/11/2020,13576,1322,188,46
10/17/2020,02/08/2020,1,0,1,0
10/17/2020,05/30/2020,8362,353,55,6
10/17/2020,04/19/2020,6729,2355,535,184
10/17/2020,04/09/2020,9248,5069,1458,596
10/17/2020,03/14/2020,1705,696,237,68
10/17/2020,09/11/2020,16012,222,25,2
